日期	收盘
2005年10月17日	1,131.38
2005年10月14日	1,139.55
2005年10月13日	1,152.61
2005年10月12日	1,161.85
2005年10月11日	1,157.19
2005年10月10日	1,138.95
2005年9月30日	1,155.61
2005年9月29日	1,155.48
2005年9月28日	1,131.77
2005年9月27日	1,133.24
2005年9月26日	1,155.04
2005年9月23日	1,151.98
2005年9月22日	1,159.96
2005年9月21日	1,187.99
2005年9月20日	1,212.62
2005年9月19日	1,220.63
2005年9月16日	1,212.95
2005年9月15日	1,217.28
2005年9月14日	1,217.26
2005年9月13日	1,207.16
2005年9月12日	1,188.21
2005年9月9日	1,189.62
2005年9月8日	1,194.41
2005年9月7日	1,194.31
2005年9月6日	1,173.32
2005年9月5日	1,196.22
2005年9月2日	1,188.85
2005年9月1日	1,184.93
2005年8月31日	1,162.80
2005年8月30日	1,146.38
2005年8月29日	1,154.43
2005年8月26日	1,171.86
2005年8月25日	1,172.47
2005年8月24日	1,167.14
2005年8月23日	1,149.96
2005年8月22日	1,158.60
2005年8月19日	1,150.18
2005年8月18日	1,148.04
2005年8月17日	1,192.83
2005年8月16日	1,177.28
2005年8月15日	1,187.01
2005年8月12日	1,167.91
2005年8月11日	1,183.58
2005年8月10日	1,165.03
2005年8月9日	1,152.53
2005年8月8日	1,138.88
2005年8月5日	1,128.74
2005年8月4日	1,102.59
2005年8月3日	1,107.70
2005年8月2日	1,104.04
2005年8月1日	1,088.95
2005年7月29日	1,083.03
2005年7月28日	1,086.55
2005年7月27日	1,089.91
2005年7月26日	1,072.81
2005年7月25日	1,045.40
2005年7月22日	1,046.32
2005年7月21日	1,020.63
2005年7月20日	1,021.05
2005年7月19日	1,014.36
2005年7月18日	1,012.10
2005年7月15日	1,026.12
2005年7月14日	1,040.42
2005年7月13日	1,037.39
2005年7月12日	1,046.16
2005年7月11日	1,011.50
2005年7月8日	1,017.98
2005年7月7日	1,038.60
2005年7月6日	1,033.55
2005年7月5日	1,039.04
2005年7月4日	1,047.28
2005年7月1日	1,055.59
2005年6月30日	1,080.94
2005年6月29日	1,104.99
2005年6月28日	1,108.59
2005年6月27日	1,124.64
2005年6月24日	1,101.88
2005年6月23日	1,093.70
2005年6月22日	1,102.03
2005年6月21日	1,101.49
2005年6月20日	1,115.62
2005年6月17日	1,085.61
2005年6月16日	1,086.01
2005年6月15日	1,072.84
2005年6月14日	1,093.46
2005年6月13日	1,106.29
2005年6月10日	1,108.29
2005年6月9日	1,131.05
2005年6月8日	1,115.58
2005年6月7日	1,030.94
2005年6月6日	1,034.38
2005年6月3日	1,013.64
2005年6月2日	1,016.06
2005年6月1日	1,039.19
2005年5月31日	1,060.74
2005年5月30日	1,060.16
2005年5月27日	1,051.95
2005年5月26日	1,058.87
2005年5月25日	1,072.14
2005年5月24日	1,073.85
2005年5月23日	1,070.84
2005年5月20日	1,099.27
2005年5月19日	1,103.47
2005年5月18日	1,102.96
2005年5月17日	1,099.64
2005年5月16日	1,095.47
2005年5月13日	1,107.63
2005年5月12日	1,103.99
2005年5月11日	1,124.27
2005年5月10日	1,135.56
2005年5月9日	1,130.84
2005年4月29日	1,159.15
2005年4月28日	1,169.12
2005年4月27日	1,148.76
2005年4月26日	1,165.34
2005年4月25日	1,157.97
2005年4月22日	1,169.19
2005年4月21日	1,172.56
2005年4月20日	1,184.19
2005年4月19日	1,199.90
2005年4月18日	1,197.73
2005年4月15日	1,216.96
2005年4月14日	1,234.33
2005年4月13日	1,248.20
2005年4月12日	1,219.51
2005年4月11日	1,240.97
2005年4月8日	1,248.52
2005年4月7日	1,225.49
2005年4月6日	1,214.87
2005年4月5日	1,191.74
2005年4月4日	1,202.97
2005年4月1日	1,223.57
2005年3月31日	1,181.24
2005年3月30日	1,172.57
2005年3月29日	1,195.02
2005年3月28日	1,200.11
2005年3月25日	1,205.63
2005年3月24日	1,208.19
2005年3月23日	1,201.65
2005年3月22日	1,206.92
2005年3月21日	1,231.05
2005年3月18日	1,227.40
2005年3月17日	1,243.47
2005年3月16日	1,255.59
2005年3月15日	1,269.14
2005年3月14日	1,293.50
2005年3月11日	1,289.94
2005年3月10日	1,286.23
2005年3月9日	1,316.79
2005年3月8日	1,318.27
2005年3月7日	1,293.74
2005年3月4日	1,287.71
2005年3月3日	1,294.34
2005年3月2日	1,287.45
2005年3月1日	1,303.41
2005年2月28日	1,306.00
2005年2月25日	1,312.44
2005年2月24日	1,309.95
2005年2月23日	1,309.47
2005年2月22日	1,309.28
2005年2月21日	1,284.48
2005年2月18日	1,258.97
2005年2月17日	1,276.13
2005年2月16日	1,278.88
2005年2月4日	1,269.00
2005年2月3日	1,242.31
2005年2月2日	1,252.50
2005年2月1日	1,188.93
2005年1月31日	1,191.82
2005年1月28日	1,213.67
2005年1月27日	1,225.89
2005年1月26日	1,241.96
2005年1月25日	1,254.23
2005年1月24日	1,255.78
2005年1月21日	1,234.48
2005年1月20日	1,204.39
2005年1月19日	1,218.11
2005年1月18日	1,225.45
2005年1月17日	1,216.65
2005年1月14日	1,245.62
2005年1月13日	1,256.31
2005年1月12日	1,256.92
2005年1月11日	1,257.46
2005年1月10日	1,252.40
2005年1月7日	1,244.75
2005年1月6日	1,239.43
2005年1月5日	1,251.94
2005年1月4日	1,242.77
2004年12月31日	1,266.50
2004年12月30日	1,273.71
2004年12月29日	1,274.31
2004年12月28日	1,278.94
2004年12月27日	1,280.27
2004年12月24日	1,285.04
2004年12月23日	1,282.72
2004年12月22日	1,307.57
2004年12月21日	1,275.17
2004年12月20日	1,275.46
2004年12月17日	1,290.49
2004年12月16日	1,305.02
2004年12月15日	1,313.05
2004年12月14日	1,307.55
2004年12月13日	1,309.69
2004年12月10日	1,317.72
2004年12月9日	1,338.81
2004年12月8日	1,326.44
2004年12月7日	1,323.75
2004年12月6日	1,339.64
2004年12月3日	1,337.20
2004年12月2日	1,333.09
2004年12月1日	1,334.94
2004年11月30日	1,340.77
2004年11月29日	1,337.43
2004年11月26日	1,356.73
2004年11月25日	1,358.33
2004年11月24日	1,359.12
2004年11月23日	1,371.24
2004年11月22日	1,383.02
2004年11月19日	1,379.96
2004年11月18日	1,367.83
2004年11月17日	1,356.14
2004年11月16日	1,370.39
2004年11月15日	1,370.05
2004年11月12日	1,352.22
2004年11月11日	1,347.07
2004年11月10日	1,354.39
2004年11月9日	1,307.43
2004年11月8日	1,304.23
2004年11月5日	1,305.13
2004年11月4日	1,304.78
2004年11月3日	1,326.75
2004年11月2日	1,301.53
2004年11月1日	1,305.29
2004年10月29日	1,320.54
2004年10月28日	1,341.74
2004年10月27日	1,342.80
2004年10月26日	1,324.78
2004年10月25日	1,311.15
2004年10月22日	1,329.36
2004年10月21日	1,310.55
2004年10月20日	1,330.58
2004年10月19日	1,337.62
2004年10月18日	1,335.39
2004年10月15日	1,330.52
2004年10月14日	1,332.94
2004年10月13日	1,386.72
2004年10月12日	1,384.44
2004年10月11日	1,413.15
2004年10月8日	1,422.93
2004年9月30日	1,396.70
2004年9月29日	1,420.01
2004年9月28日	1,435.59
2004年9月27日	1,427.40
2004年9月24日	1,435.56
2004年9月23日	1,464.78
2004年9月22日	1,420.15
2004年9月21日	1,448.56
2004年9月20日	1,463.22
2004年9月17日	1,414.70
2004年9月16日	1,371.20
2004年9月15日	1,355.23
2004年9月14日	1,300.36
2004年9月13日	1,260.32
2004年9月10日	1,287.08
2004年9月9日	1,284.31
2004年9月8日	1,309.33
2004年9月7日	1,324.29
2004年9月6日	1,321.46
2004年9月3日	1,327.12
2004年9月2日	1,327.93
2004年9月1日	1,321.46
2004年8月31日	1,342.06
2004年8月30日	1,319.53
2004年8月27日	1,320.61
2004年8月26日	1,334.42
2004年8月25日	1,339.78
2004年8月24日	1,344.63
2004年8月23日	1,325.41
2004年8月20日	1,341.74
2004年8月19日	1,340.45
2004年8月18日	1,358.22
2004年8月17日	1,360.20
2004年8月16日	1,354.51
2004年8月13日	1,368.45
2004年8月12日	1,368.20
2004年8月11日	1,384.96
2004年8月10日	1,400.77
2004年8月9日	1,395.85
2004年8月6日	1,390.46
2004年8月5日	1,389.04
2004年8月4日	1,404.51
2004年8月3日	1,366.37
2004年8月2日	1,373.22
2004年7月30日	1,386.20
2004年7月29日	1,407.33
2004年7月28日	1,388.81
2004年7月27日	1,384.13
2004年7月26日	1,387.67
2004年7月23日	1,407.40
2004年7月22日	1,407.44
2004年7月21日	1,448.04
2004年7月20日	1,447.94
2004年7月19日	1,457.54
2004年7月16日	1,456.13
2004年7月15日	1,421.54
2004年7月14日	1,403.76
2004年7月13日	1,399.46
2004年7月12日	1,397.15
2004年7月9日	1,430.65
2004年7月8日	1,439.78
2004年7月7日	1,438.40
2004年7月6日	1,450.50
2004年7月5日	1,444.59
2004年7月2日	1,441.19
2004年7月1日	1,441.07
2004年6月30日	1,399.16
2004年6月29日	1,408.69
2004年6月28日	1,385.18
2004年6月25日	1,401.11
2004年6月24日	1,427.75
2004年6月23日	1,440.73
2004年6月22日	1,450.68
2004年6月21日	1,433.47
2004年6月18日	1,427.30
2004年6月17日	1,445.50
2004年6月16日	1,475.42
2004年6月15日	1,463.78
2004年6月14日	1,438.74
2004年6月11日	1,472.07
2004年6月10日	1,468.34
2004年6月9日	1,468.07
2004年6月8日	1,493.81
2004年6月7日	1,517.14
2004年6月4日	1,542.09
2004年6月3日	1,543.53
2004年6月2日	1,567.07
2004年6月1日	1,579.66
2004年5月31日	1,555.91
2004年5月28日	1,548.72
2004年5月27日	1,557.18
2004年5月26日	1,524.44
2004年5月25日	1,518.05
2004年5月24日	1,550.35
2004年5月21日	1,558.33
2004年5月20日	1,549.06
2004年5月19日	1,558.29
2004年5月18日	1,555.44
2004年5月17日	1,539.96
2004年5月14日	1,562.69
2004年5月13日	1,597.57
2004年5月12日	1,603.77
2004年5月11日	1,568.06
2004年5月10日	1,560.21
2004年4月30日	1,595.59
2004年4月29日	1,579.45
2004年4月28日	1,606.80
2004年4月27日	1,611.86
2004年4月26日	1,635.50
2004年4月23日	1,635.50
2004年4月22日	1,657.79
2004年4月21日	1,651.58
2004年4月20日	1,669.42
2004年4月19日	1,675.88
2004年4月16日	1,693.86
2004年4月15日	1,679.08
2004年4月14日	1,697.16
2004年4月13日	1,715.14
2004年4月12日	1,722.99
2004年4月9日	1,727.35
2004年4月8日	1,770.28
2004年4月7日	1,774.55
2004年4月6日	1,777.52
2004年4月5日	1,766.48
2004年4月2日	1,768.64
2004年4月1日	1,758.15
2004年3月31日	1,741.62
2004年3月30日	1,724.28
2004年3月29日	1,719.67
2004年3月26日	1,734.05
2004年3月25日	1,736.48
2004年3月24日	1,740.05
2004年3月23日	1,741.69
2004年3月22日	1,755.68
2004年3月19日	1,747.87
2004年3月18日	1,717.26
2004年3月17日	1,745.10
2004年3月16日	1,745.54
2004年3月15日	1,736.22
2004年3月12日	1,694.74
2004年3月11日	1,691.64
2004年3月10日	1,678.07
2004年3月9日	1,637.10
2004年3月8日	1,637.14
2004年3月5日	1,662.10
2004年3月4日	1,668.87
2004年3月3日	1,661.81
2004年3月2日	1,687.28
2004年3月1日	1,689.76
2004年2月27日	1,675.07
2004年2月26日	1,654.90
2004年2月25日	1,647.38
2004年2月24日	1,682.30
2004年2月23日	1,681.65
2004年2月20日	1,721.75
2004年2月19日	1,717.02
2004年2月18日	1,717.10
2004年2月17日	1,703.77
2004年2月16日	1,696.83
2004年2月13日	1,658.54
2004年2月12日	1,663.83
2004年2月11日	1,677.76
2004年2月10日	1,691.01
2004年2月9日	1,703.53
2004年2月6日	1,679.19
2004年2月5日	1,693.43
2004年2月4日	1,685.16
2004年2月3日	1,649.28
2004年2月2日	1,623.88
2004年1月30日	1,590.73
2004年1月29日	1,628.84
2004年1月16日	1,600.42
2004年1月15日	1,586.49
2004年1月14日	1,592.42
2004年1月13日	1,612.68
2004年1月12日	1,618.52
2004年1月9日	1,581.47
2004年1月8日	1,610.13
2004年1月7日	1,587.20
2004年1月6日	1,574.52
2004年1月5日	1,568.35
2004年1月2日	1,517.19
2003年12月31日	1,497.04
2003年12月30日	1,511.69
2003年12月29日	1,496.43
2003年12月26日	1,514.78
2003年12月25日	1,512.60
2003年12月24日	1,513.83
2003年12月23日	1,500.64
2003年12月22日	1,492.96
2003年12月19日	1,446.29
2003年12月18日	1,457.30
2003年12月17日	1,453.99
2003年12月16日	1,466.34
2003年12月15日	1,470.36
2003年12月12日	1,470.79
2003年12月11日	1,470.02
2003年12月10日	1,469.42
2003年12月9日	1,443.37
2003年12月8日	1,436.66
2003年12月5日	1,451.12
2003年12月4日	1,452.81
2003年12月3日	1,445.03
2003年12月2日	1,435.31
2003年12月1日	1,432.70
2003年11月28日	1,397.22
2003年11月27日	1,389.10
2003年11月26日	1,411.91
2003年11月25日	1,408.41
2003年11月24日	1,404.01
2003年11月21日	1,361.56
2003年11月20日	1,376.51
2003年11月19日	1,338.87
2003年11月18日	1,316.56
2003年11月17日	1,328.10
2003年11月14日	1,331.05
2003年11月13日	1,319.61
2003年11月12日	1,317.79
2003年11月11日	1,343.62
2003年11月10日	1,340.10
2003年11月7日	1,335.20
2003年11月6日	1,356.79
2003年11月5日	1,385.11
2003年11月4日	1,389.55
2003年11月3日	1,364.06
2003年10月31日	1,348.30
2003年10月30日	1,344.63
2003年10月29日	1,361.49
2003年10月28日	1,369.33
2003年10月27日	1,369.46
2003年10月24日	1,381.83
2003年10月23日	1,386.65
2003年10月22日	1,398.01
2003年10月21日	1,364.30
2003年10月20日	1,359.50
2003年10月17日	1,370.58
2003年10月16日	1,365.51
2003年10月15日	1,383.10
2003年10月14日	1,388.17
2003年10月13日	1,399.66
2003年10月10日	1,404.01
2003年10月9日	1,369.17
2003年10月8日	1,371.68
2003年9月30日	1,367.16
2003年9月29日	1,355.34
2003年9月26日	1,370.84
2003年9月25日	1,376.29
2003年9月24日	1,394.23
2003年9月23日	1,390.17
2003年9月22日	1,381.44
2003年9月19日	1,391.37
2003年9月18日	1,390.48
2003年9月17日	1,389.82
2003年9月16日	1,406.10
2003年9月15日	1,397.54
2003年9月12日	1,409.16
2003年9月11日	1,423.96
2003年9月10日	1,423.18
2003年9月9日	1,420.07
2003年9月8日	1,425.73
2003年9月5日	1,431.53
2003年9月4日	1,447.42
2003年9月3日	1,447.85
2003年9月2日	1,446.51
2003年9月1日	1,449.82
2003年8月29日	1,421.98
2003年8月28日	1,415.69
2003年8月27日	1,425.36
2003年8月26日	1,425.21
2003年8月25日	1,422.18
2003年8月22日	1,438.88
2003年8月21日	1,441.09
2003年8月20日	1,441.66
2003年8月19日	1,449.71
2003年8月18日	1,445.09
2003年8月15日	1,450.20
2003年8月14日	1,455.90
2003年8月13日	1,465.83
2003年8月12日	1,479.28
2003年8月11日	1,474.41
2003年8月8日	1,471.27
2003年8月7日	1,487.37
2003年8月6日	1,486.25
2003年8月5日	1,494.31
2003年8月4日	1,494.37
2003年8月1日	1,476.97
2003年7月31日	1,476.74
2003年7月30日	1,479.65
2003年7月29日	1,477.30
2003年7月28日	1,470.39
2003年7月25日	1,477.65
2003年7月24日	1,493.45
2003年7月23日	1,502.15
2003年7月22日	1,498.48
2003年7月21日	1,495.88
2003年7月18日	1,507.16
2003年7月17日	1,539.36
2003年7月16日	1,529.49
2003年7月15日	1,525.44
2003年7月14日	1,521.41
2003年7月11日	1,528.85
2003年7月10日	1,531.93
2003年7月9日	1,503.31
2003年7月8日	1,512.02
2003年7月7日	1,501.48
2003年7月4日	1,502.35
2003年7月3日	1,504.44
2003年7月2日	1,499.68
2003年7月1日	1,484.70
2003年6月30日	1,486.02
2003年6月27日	1,497.05
2003年6月26日	1,515.38
2003年6月25日	1,502.08
2003年6月24日	1,512.43
2003年6月23日	1,511.37
2003年6月20日	1,529.47
2003年6月19日	1,538.75
2003年6月18日	1,553.88
2003年6月17日	1,557.17
2003年6月16日	1,559.70
2003年6月13日	1,566.77
2003年6月12日	1,562.11
2003年6月11日	1,565.84
2003年6月10日	1,538.76
2003年6月9日	1,530.21
2003年6月6日	1,538.92
2003年6月5日	1,556.25
2003年6月4日	1,574.11
2003年6月3日	1,562.24
2003年6月2日	1,576.53
2003年5月30日	1,576.26
2003年5月29日	1,568.16
2003年5月28日	1,551.81
2003年5月27日	1,568.34
2003年5月26日	1,569.51
2003年5月23日	1,560.95
2003年5月22日	1,546.11
2003年5月21日	1,533.48
2003年5月20日	1,535.52
2003年5月19日	1,555.45
2003年5月16日	1,554.45
2003年5月15日	1,555.29
2003年5月14日	1,522.92
2003年5月13日	1,485.31
2003年5月12日	1,531.87
2003年4月30日	1,521.44
2003年4月29日	1,509.31
2003年4月28日	1,537.69
2003年4月25日	1,487.15
2003年4月24日	1,503.59
2003年4月23日	1,541.96
2003年4月22日	1,568.69
2003年4月21日	1,571.71
2003年4月18日	1,603.08
2003年4月17日	1,613.60
2003年4月16日	1,606.24
2003年4月15日	1,631.47
2003年4月14日	1,616.07
2003年4月11日	1,576.86
2003年4月10日	1,551.18
2003年4月9日	1,543.67
2003年4月8日	1,520.55
2003年4月7日	1,515.13
2003年4月4日	1,521.13
2003年4月3日	1,511.73
2003年4月2日	1,521.32
2003年4月1日	1,522.55
2003年3月31日	1,510.58
2003年3月28日	1,491.94
2003年3月27日	1,499.35
2003年3月26日	1,456.27
2003年3月25日	1,462.40
2003年3月24日	1,477.77
2003年3月21日	1,474.66
2003年3月20日	1,464.54
2003年3月19日	1,469.96
2003年3月18日	1,459.89
2003年3月17日	1,469.27
2003年3月14日	1,466.04
2003年3月13日	1,464.65
2003年3月12日	1,475.01
2003年3月11日	1,469.55
2003年3月10日	1,468.92
2003年3月7日	1,493.09
2003年3月6日	1,498.34
2003年3月5日	1,517.18
2003年3月4日	1,524.30
2003年3月3日	1,525.48
2003年2月28日	1,511.93
2003年2月27日	1,513.70
2003年2月26日	1,513.17
2003年2月25日	1,511.28
2003年2月24日	1,481.94
2003年2月21日	1,478.87
2003年2月20日	1,509.49
2003年2月19日	1,510.80
2003年2月18日	1,496.47
2003年2月17日	1,496.52
2003年2月14日	1,510.95
2003年2月13日	1,504.34
2003年2月12日	1,510.67
2003年2月11日	1,492.76
2003年2月10日	1,480.17
2003年1月29日	1,499.82
2003年1月28日	1,500.64
2003年1月27日	1,496.16
2003年1月24日	1,479.07
2003年1月23日	1,450.62
2003年1月22日	1,460.53
2003年1月21日	1,454.89
2003年1月20日	1,482.68
2003年1月17日	1,478.67
2003年1月16日	1,485.62
2003年1月15日	1,459.92
2003年1月14日	1,466.85
2003年1月13日	1,386.31
2003年1月10日	1,384.86
2003年1月9日	1,397.38
2003年1月8日	1,372.07
2003年1月7日	1,332.06
2003年1月6日	1,334.68
2003年1月3日	1,319.87
2003年1月2日	1,320.63
2002年12月31日	1,357.65
2002年12月30日	1,366.36
2002年12月27日	1,382.97
2002年12月26日	1,384.15
2002年12月25日	1,421.52
2002年12月24日	1,430.83
2002年12月23日	1,430.20
2002年12月20日	1,427.94
2002年12月19日	1,413.60
2002年12月18日	1,411.72
2002年12月17日	1,416.10
2002年12月16日	1,408.52
2002年12月13日	1,396.90
2002年12月12日	1,383.91
2002年12月11日	1,379.19
2002年12月10日	1,383.84
2002年12月9日	1,400.87
2002年12月6日	1,405.53
2002年12月5日	1,404.88
2002年12月4日	1,414.45
2002年12月3日	1,408.84
2002年12月2日	1,395.67
2002年11月29日	1,434.18
2002年11月28日	1,417.53
2002年11月27日	1,378.75
2002年11月26日	1,371.17
2002年11月25日	1,398.44
2002年11月22日	1,395.50
2002年11月21日	1,390.63
2002年11月20日	1,425.84
2002年11月19日	1,462.17
2002年11月18日	1,451.29
2002年11月15日	1,463.69
2002年11月14日	1,460.80
2002年11月13日	1,490.46
2002年11月12日	1,485.91
2002年11月11日	1,504.40
2002年11月8日	1,522.19
2002年11月7日	1,554.24
2002年11月6日	1,552.56
2002年11月5日	1,558.24
2002年11月4日	1,531.84
2002年11月1日	1,510.76
2002年10月31日	1,507.50
2002年10月30日	1,509.71
2002年10月29日	1,510.88
2002年10月28日	1,502.72
2002年10月25日	1,520.31
2002年10月24日	1,536.52
2002年10月23日	1,548.96
2002年10月22日	1,548.10
2002年10月21日	1,524.92
2002年10月18日	1,519.54
2002年10月17日	1,513.10
2002年10月16日	1,537.39
2002年10月15日	1,524.73
2002年10月14日	1,531.68
2002年10月11日	1,524.05
2002年10月10日	1,530.41
2002年10月9日	1,535.37
2002年10月8日	1,562.99
2002年9月27日	1,581.62
2002年9月26日	1,587.65
2002年9月25日	1,597.84
2002年9月24日	1,596.73
2002年9月23日	1,602.59
2002年9月20日	1,604.91
2002年9月19日	1,619.35
2002年9月18日	1,594.58
2002年9月17日	1,604.88
2002年9月16日	1,604.08
2002年9月13日	1,625.76
2002年9月12日	1,624.56
2002年9月11日	1,620.36
2002年9月10日	1,625.11
2002年9月9日	1,621.58
2002年9月6日	1,631.38
2002年9月5日	1,641.81
2002年9月4日	1,663.97
2002年9月3日	1,674.07
2002年9月2日	1,668.77
2002年8月30日	1,666.62
2002年8月29日	1,667.32
2002年8月28日	1,676.77
2002年8月27日	1,679.69
2002年8月26日	1,670.68
2002年8月23日	1,683.21
2002年8月22日	1,686.11
2002年8月21日	1,673.55
2002年8月20日	1,671.35
2002年8月19日	1,644.30
2002年8月16日	1,646.79
2002年8月15日	1,634.37
2002年8月14日	1,646.72
2002年8月13日	1,636.63
2002年8月12日	1,634.57
2002年8月9日	1,647.05
2002年8月8日	1,659.80
2002年8月7日	1,668.07
2002年8月6日	1,670.62
2002年8月5日	1,653.96
2002年8月2日	1,661.87
2002年8月1日	1,653.01
2002年7月31日	1,651.59
2002年7月30日	1,669.00
2002年7月29日	1,665.67
2002年7月26日	1,657.50
2002年7月25日	1,665.11
2002年7月24日	1,672.40
2002年7月23日	1,673.86
2002年7月22日	1,681.01
2002年7月19日	1,713.86
2002年7月18日	1,704.91
2002年7月17日	1,701.72
2002年7月16日	1,691.62
2002年7月15日	1,687.94
2002年7月12日	1,698.30
2002年7月11日	1,696.94
2002年7月10日	1,701.82
2002年7月9日	1,729.99
2002年7月8日	1,732.93
2002年7月5日	1,722.19
2002年7月4日	1,713.13
2002年7月3日	1,730.92
2002年7月2日	1,724.95
2002年7月1日	1,713.70
2002年6月28日	1,732.76
2002年6月27日	1,723.55
2002年6月26日	1,712.91
2002年6月25日	1,706.59
2002年6月24日	1,707.31
2002年6月21日	1,562.72
2002年6月20日	1,516.15
2002年6月19日	1,507.67
2002年6月18日	1,524.07
2002年6月17日	1,496.24
2002年6月14日	1,494.25
2002年6月13日	1,511.71
2002年6月12日	1,524.84
2002年6月11日	1,530.96
2002年6月10日	1,517.23
2002年6月7日	1,529.51
2002年6月6日	1,521.26
2002年6月5日	1,462.00
2002年6月4日	1,490.51
2002年6月3日	1,483.35
2002年5月31日	1,515.73
2002年5月30日	1,523.52
2002年5月29日	1,524.81
2002年5月28日	1,558.52
2002年5月27日	1,555.05
2002年5月24日	1,549.47
2002年5月23日	1,571.61
2002年5月22日	1,564.49
2002年5月21日	1,588.11
2002年5月20日	1,541.53
2002年5月17日	1,567.50
2002年5月16日	1,549.50
2002年5月15日	1,598.35
2002年5月14日	1,616.23
2002年5月13日	1,623.94
2002年5月10日	1,638.20
2002年5月9日	1,650.58
2002年5月8日	1,652.37
2002年4月30日	1,667.75
2002年4月29日	1,665.81
2002年4月26日	1,640.59
2002年4月25日	1,615.92
2002年4月24日	1,611.05
2002年4月23日	1,624.55
2002年4月22日	1,627.48
2002年4月19日	1,635.17
2002年4月18日	1,628.14
2002年4月17日	1,644.39
2002年4月16日	1,640.29
2002年4月15日	1,649.50
2002年4月12日	1,658.98
2002年4月11日	1,649.53
2002年4月10日	1,677.66
2002年4月9日	1,667.52
2002年4月8日	1,640.65
2002年4月5日	1,634.64
2002年4月4日	1,641.70
2002年4月3日	1,594.51
2002年4月2日	1,582.88
2002年4月1日	1,608.51
2002年3月29日	1,603.90
2002年3月28日	1,650.67
2002年3月27日	1,654.23
2002年3月26日	1,649.48
2002年3月25日	1,675.29
2002年3月22日	1,669.69
2002年3月21日	1,685.02
2002年3月20日	1,682.51
2002年3月19日	1,665.36
2002年3月18日	1,623.88
2002年3月15日	1,620.98
2002年3月14日	1,665.15
2002年3月13日	1,623.43
2002年3月12日	1,643.69
2002年3月11日	1,664.09
2002年3月8日	1,640.26
2002年3月7日	1,613.00
2002年3月6日	1,569.21
2002年3月5日	1,560.08
2002年3月4日	1,526.80
2002年3月1日	1,502.54
2002年2月28日	1,524.70
2002年2月27日	1,538.32
2002年2月26日	1,531.43
2002年2月25日	1,530.28
2002年2月8日	1,506.62
2002年2月7日	1,515.39
2002年2月6日	1,485.80
2002年2月5日	1,518.28
2002年2月4日	1,511.33
2002年2月1日	1,485.77
2002年1月31日	1,491.66
2002年1月30日	1,396.61
2002年1月29日	1,392.78
2002年1月28日	1,359.55
2002年1月25日	1,451.48
2002年1月24日	1,456.40
2002年1月23日	1,444.96
2002年1月22日	1,358.69
2002年1月21日	1,366.97
2002年1月18日	1,415.44
2002年1月17日	1,419.52
2002年1月16日	1,479.62
2002年1月15日	1,459.65
2002年1月14日	1,485.11
2002年1月11日	1,535.59
2002年1月10日	1,576.44
2002年1月9日	1,561.35
2002年1月8日	1,583.46
2002年1月7日	1,596.76
2002年1月4日	1,611.39
2001年12月31日	1,645.97
2001年12月28日	1,639.48
2001年12月27日	1,627.92
2001年12月26日	1,633.64
2001年12月25日	1,611.17
2001年12月24日	1,606.10
2001年12月21日	1,640.14
2001年12月20日	1,631.54
2001年12月19日	1,672.70
2001年12月18日	1,687.29
2001年12月17日	1,665.94
2001年12月14日	1,675.51
2001年12月13日	1,688.01
2001年12月12日	1,715.17
2001年12月11日	1,728.88
2001年12月10日	1,748.68
2001年12月7日	1,745.41
2001年12月6日	1,751.18
2001年12月5日	1,745.23
2001年12月4日	1,769.68
2001年12月3日	1,762.56
2001年11月30日	1,747.99
2001年11月29日	1,732.30
2001年11月28日	1,735.00
2001年11月27日	1,722.59
2001年11月26日	1,705.88
2001年11月23日	1,712.56
2001年11月22日	1,715.81
2001年11月21日	1,705.66
2001年11月20日	1,699.73
2001年11月19日	1,669.89
2001年11月16日	1,646.76
2001年11月15日	1,621.34
2001年11月14日	1,617.10
2001年11月13日	1,615.93
2001年11月12日	1,621.19
2001年11月9日	1,630.36
2001年11月8日	1,605.87
2001年11月7日	1,594.05
2001年11月6日	1,671.28
2001年11月5日	1,679.57
2001年11月2日	1,691.35
2001年11月1日	1,707.75
2001年10月31日	1,689.17
2001年10月30日	1,682.77
2001年10月29日	1,700.48
2001年10月26日	1,677.88
2001年10月25日	1,676.50
2001年10月24日	1,718.06
2001年10月23日	1,670.56
2001年10月22日	1,520.67
2001年10月19日	1,572.45
2001年10月18日	1,615.58
2001年10月17日	1,643.07
2001年10月16日	1,655.90
2001年10月15日	1,687.28
2001年10月12日	1,691.33
2001年10月11日	1,638.33
2001年10月10日	1,686.61
2001年10月9日	1,744.64
2001年10月8日	1,726.53
2001年9月28日	1,764.87
2001年9月27日	1,764.93
2001年9月26日	1,767.81
2001年9月25日	1,793.88
2001年9月24日	1,794.96
2001年9月21日	1,807.02
2001年9月20日	1,818.42
2001年9月19日	1,822.69
2001年9月18日	1,798.62
2001年9月17日	1,784.61
2001年9月14日	1,818.38
2001年9月13日	1,839.91
2001年9月12日	1,852.60
2001年9月11日	1,863.78
2001年9月10日	1,856.53
2001年9月7日	1,808.84
2001年9月6日	1,861.56
2001年9月5日	1,868.27
2001年9月4日	1,862.36
2001年9月3日	1,817.19
2001年8月31日	1,834.14
2001年8月30日	1,839.63
2001年8月29日	1,847.54
2001年8月28日	1,843.38
2001年8月27日	1,827.25
2001年8月24日	1,886.80
2001年8月23日	1,902.99
2001年8月22日	1,903.45
2001年8月21日	1,938.87
