日期	收盘
2013年1月25日	2,291.30
2013年1月24日	2,302.60
2013年1月23日	2,320.91
2013年1月22日	2,315.14
2013年1月21日	2,328.22
2013年1月18日	2,317.07
2013年1月17日	2,284.91
2013年1月16日	2,309.50
2013年1月15日	2,325.68
2013年1月14日	2,311.74
2013年1月11日	2,243.00
2013年1月10日	2,283.66
2013年1月9日	2,275.34
2013年1月8日	2,276.07
2013年1月7日	2,285.36
2013年1月4日	2,276.99
2012年12月31日	2,269.13
2012年12月28日	2,233.25
2012年12月27日	2,205.90
2012年12月26日	2,219.13
2012年12月25日	2,213.61
2012年12月24日	2,159.05
2012年12月21日	2,153.31
2012年12月20日	2,168.35
2012年12月19日	2,162.24
2012年12月18日	2,162.46
2012年12月17日	2,160.34
2012年12月14日	2,150.63
2012年12月13日	2,061.48
2012年12月12日	2,082.73
2012年12月11日	2,074.70
2012年12月10日	2,083.77
2012年12月7日	2,061.79
2012年12月6日	2,029.24
2012年12月5日	2,031.91
2012年12月4日	1,975.14
2012年12月3日	1,959.77
2012年11月30日	1,980.12
2012年11月29日	1,963.49
2012年11月28日	1,973.52
2012年11月27日	1,991.17
2012年11月26日	2,017.46
2012年11月23日	2,027.38
2012年11月22日	2,015.61
2012年11月21日	2,030.32
2012年11月20日	2,008.92
2012年11月19日	2,016.98
2012年11月16日	2,014.72
2012年11月15日	2,030.29
2012年11月14日	2,055.42
2012年11月13日	2,047.89
2012年11月12日	2,079.27
2012年11月9日	2,069.07
2012年11月8日	2,071.51
2012年11月7日	2,105.73
2012年11月6日	2,106.00
2012年11月5日	2,114.03
2012年11月2日	2,117.05
2012年11月1日	2,104.43
2012年10月31日	2,068.88
2012年10月30日	2,062.35
2012年10月29日	2,058.94
2012年10月26日	2,066.21
2012年10月25日	2,101.58
2012年10月24日	2,115.99
2012年10月23日	2,114.45
2012年10月22日	2,132.76
2012年10月19日	2,128.30
2012年10月18日	2,131.69
2012年10月17日	2,105.62
2012年10月16日	2,098.81
2012年10月15日	2,098.70
2012年10月12日	2,104.93
2012年10月11日	2,102.87
2012年10月10日	2,119.94
2012年10月9日	2,115.23
2012年10月8日	2,074.42
2012年9月28日	2,086.17
2012年9月27日	2,056.32
2012年9月26日	2,004.17
2012年9月25日	2,029.29
2012年9月24日	2,033.19
2012年9月21日	2,026.69
2012年9月20日	2,024.84
2012年9月19日	2,067.83
2012年9月18日	2,059.54
2012年9月17日	2,078.50
2012年9月14日	2,123.85
2012年9月13日	2,110.38
2012年9月12日	2,126.55
2012年9月11日	2,120.55
2012年9月10日	2,134.89
2012年9月7日	2,127.76
2012年9月6日	2,051.92
2012年9月5日	2,037.68
2012年9月4日	2,043.65
2012年9月3日	2,059.15
2012年8月31日	2,047.52
2012年8月30日	2,052.58
2012年8月29日	2,053.23
2012年8月28日	2,073.15
2012年8月27日	2,055.71
2012年8月24日	2,092.10
2012年8月23日	2,113.07
2012年8月22日	2,107.71
2012年8月21日	2,118.27
2012年8月20日	2,106.96
2012年8月17日	2,114.89
2012年8月16日	2,112.20
2012年8月15日	2,118.94
2012年8月14日	2,142.52
2012年8月13日	2,136.08
2012年8月10日	2,168.81
2012年8月9日	2,174.10
2012年8月8日	2,160.99
2012年8月7日	2,157.62
2012年8月6日	2,154.92
2012年8月3日	2,132.80
2012年8月2日	2,111.18
2012年8月1日	2,123.36
2012年7月31日	2,103.63
2012年7月30日	2,109.91
2012年7月27日	2,128.76
2012年7月26日	2,126.00
2012年7月25日	2,136.15
2012年7月24日	2,146.59
2012年7月23日	2,141.40
2012年7月20日	2,168.64
2012年7月19日	2,184.84
2012年7月18日	2,169.10
2012年7月17日	2,161.19
2012年7月16日	2,147.96
2012年7月13日	2,185.89
2012年7月12日	2,185.49
2012年7月11日	2,175.38
2012年7月10日	2,164.44
2012年7月9日	2,170.81
2012年7月6日	2,223.58
2012年7月5日	2,201.35
2012年7月4日	2,227.31
2012年7月3日	2,229.19
2012年7月2日	2,226.11
2012年6月29日	2,225.43
2012年6月28日	2,195.84
2012年6月27日	2,216.93
2012年6月26日	2,222.07
2012年6月25日	2,224.11
2012年6月21日	2,260.88
2012年6月20日	2,292.88
2012年6月19日	2,300.80
2012年6月18日	2,316.05
2012年6月15日	2,306.85
2012年6月14日	2,295.95
2012年6月13日	2,318.92
2012年6月12日	2,289.79
2012年6月11日	2,305.86
2012年6月8日	2,281.45
2012年6月7日	2,293.13
2012年6月6日	2,309.55
2012年6月5日	2,311.92
2012年6月4日	2,308.55
2012年6月1日	2,373.44
2012年5月31日	2,372.23
2012年5月30日	2,384.67
2012年5月29日	2,389.64
2012年5月28日	2,361.37
2012年5月25日	2,333.55
2012年5月24日	2,350.97
2012年5月23日	2,363.44
2012年5月22日	2,373.31
2012年5月21日	2,348.30
2012年5月18日	2,344.52
2012年5月17日	2,378.89
2012年5月16日	2,346.19
2012年5月15日	2,374.84
2012年5月14日	2,380.73
2012年5月11日	2,394.98
2012年5月10日	2,410.23
2012年5月9日	2,408.59
2012年5月8日	2,448.88
2012年5月7日	2,451.95
2012年5月4日	2,452.01
2012年5月3日	2,440.08
2012年5月2日	2,438.44
2012年4月27日	2,396.32
2012年4月26日	2,404.70
2012年4月25日	2,406.81
2012年4月24日	2,388.83
2012年4月23日	2,388.59
2012年4月20日	2,406.86
2012年4月19日	2,378.63
2012年4月18日	2,380.85
2012年4月17日	2,334.98
2012年4月16日	2,357.03
2012年4月13日	2,359.16
2012年4月12日	2,350.86
2012年4月11日	2,308.92
2012年4月10日	2,305.86
2012年4月9日	2,285.78
2012年4月6日	2,306.55
2012年4月5日	2,302.24
2012年3月30日	2,262.79
2012年3月29日	2,252.16
2012年3月28日	2,284.88
2012年3月27日	2,347.18
2012年3月26日	2,350.60
2012年3月23日	2,349.54
2012年3月22日	2,375.77
2012年3月21日	2,378.20
2012年3月20日	2,376.84
2012年3月19日	2,410.18
2012年3月16日	2,404.74
2012年3月15日	2,373.77
2012年3月14日	2,391.23
2012年3月13日	2,455.79
2012年3月12日	2,434.86
2012年3月9日	2,439.46
2012年3月8日	2,420.28
2012年3月7日	2,394.79
2012年3月6日	2,410.45
2012年3月5日	2,445.00
2012年3月2日	2,460.69
2012年3月1日	2,426.11
2012年2月29日	2,428.49
2012年2月28日	2,451.86
2012年2月27日	2,447.06
2012年2月24日	2,439.63
2012年2月23日	2,409.55
2012年2月22日	2,403.59
2012年2月21日	2,381.43
2012年2月20日	2,363.60
2012年2月17日	2,357.18
2012年2月16日	2,356.86
2012年2月15日	2,366.70
2012年2月14日	2,344.77
2012年2月13日	2,351.85
2012年2月10日	2,351.98
2012年2月9日	2,349.59
2012年2月8日	2,347.53
2012年2月7日	2,291.90
2012年2月6日	2,331.14
2012年2月3日	2,330.40
2012年2月2日	2,312.56
2012年2月1日	2,268.08
2012年1月31日	2,292.61
2012年1月30日	2,285.04
2012年1月20日	2,319.12
2012年1月19日	2,296.08
2012年1月18日	2,266.38
2012年1月17日	2,298.38
2012年1月16日	2,206.19
2012年1月13日	2,244.58
2012年1月12日	2,275.01
2012年1月11日	2,276.05
2012年1月10日	2,285.74
2012年1月9日	2,225.89
2012年1月6日	2,163.39
2012年1月5日	2,148.45
2012年1月4日	2,169.39
2011年12月30日	2,199.42
2011年12月29日	2,173.56
2011年12月28日	2,170.01
2011年12月27日	2,166.21
2011年12月26日	2,190.11
2011年12月23日	2,204.78
2011年12月22日	2,186.30
2011年12月21日	2,191.15
2011年12月20日	2,215.93
2011年12月19日	2,218.24
2011年12月16日	2,224.84
2011年12月15日	2,180.90
2011年12月14日	2,228.53
2011年12月13日	2,248.59
2011年12月12日	2,291.54
2011年12月9日	2,315.27
2011年12月8日	2,329.82
2011年12月7日	2,332.73
2011年12月6日	2,325.90
2011年12月5日	2,333.23
2011年12月2日	2,360.66
2011年12月1日	2,386.86
2011年11月30日	2,333.41
2011年11月29日	2,412.39
2011年11月28日	2,383.03
2011年11月25日	2,380.22
2011年11月24日	2,397.55
2011年11月23日	2,395.06
2011年11月22日	2,412.63
2011年11月21日	2,415.13
2011年11月18日	2,416.56
2011年11月17日	2,463.05
2011年11月16日	2,466.96
2011年11月15日	2,529.76
2011年11月14日	2,528.71
2011年11月11日	2,481.08
2011年11月10日	2,479.54
2011年11月9日	2,524.92
2011年11月8日	2,503.84
2011年11月7日	2,509.80
2011年11月4日	2,528.29
2011年11月3日	2,508.09
2011年11月2日	2,504.11
2011年11月1日	2,470.02
2011年10月31日	2,468.25
2011年10月28日	2,473.41
2011年10月27日	2,435.61
2011年10月26日	2,427.48
2011年10月25日	2,409.67
2011年10月24日	2,370.33
2011年10月21日	2,317.28
2011年10月20日	2,331.37
2011年10月19日	2,377.51
2011年10月18日	2,383.49
2011年10月17日	2,440.40
2011年10月14日	2,431.37
2011年10月13日	2,438.79
2011年10月12日	2,420.00
2011年10月11日	2,348.52
2011年10月10日	2,344.79
2011年9月30日	2,359.22
2011年9月29日	2,365.34
2011年9月28日	2,392.06
2011年9月27日	2,415.05
2011年9月26日	2,393.18
2011年9月23日	2,433.16
2011年9月22日	2,443.06
2011年9月21日	2,512.96
2011年9月20日	2,447.76
2011年9月19日	2,437.79
2011年9月16日	2,482.34
2011年9月15日	2,479.05
2011年9月14日	2,484.83
2011年9月13日	2,471.30
2011年9月9日	2,497.75
2011年9月8日	2,498.94
2011年9月7日	2,516.09
2011年9月6日	2,470.52
2011年9月5日	2,478.74
2011年9月2日	2,528.28
2011年9月1日	2,556.04
2011年8月31日	2,567.34
2011年8月30日	2,566.59
2011年8月29日	2,576.41
2011年8月26日	2,612.19
2011年8月25日	2,615.26
2011年8月24日	2,541.09
2011年8月23日	2,554.02
2011年8月22日	2,515.86
2011年8月19日	2,534.36
2011年8月18日	2,559.47
2011年8月17日	2,601.26
2011年8月16日	2,608.17
2011年8月15日	2,626.77
2011年8月12日	2,593.17
2011年8月11日	2,581.51
2011年8月10日	2,549.18
2011年8月9日	2,526.07
2011年8月8日	2,526.82
2011年8月5日	2,626.42
2011年8月4日	2,684.04
2011年8月3日	2,678.48
2011年8月2日	2,679.26
2011年8月1日	2,703.78
2011年7月29日	2,701.73
2011年7月28日	2,708.78
2011年7月27日	2,723.49
2011年7月26日	2,703.03
2011年7月25日	2,688.75
2011年7月22日	2,770.79
2011年7月21日	2,765.89
2011年7月20日	2,794.20
2011年7月19日	2,796.98
2011年7月18日	2,816.69
2011年7月15日	2,820.17
2011年7月14日	2,810.44
2011年7月13日	2,795.48
2011年7月12日	2,754.58
2011年7月11日	2,802.69
2011年7月8日	2,797.77
2011年7月7日	2,794.27
2011年7月6日	2,810.48
2011年7月5日	2,816.35
2011年7月4日	2,812.82
2011年7月1日	2,759.36
2011年6月30日	2,762.08
2011年6月29日	2,728.48
2011年6月28日	2,759.20
2011年6月27日	2,758.23
2011年6月24日	2,746.21
2011年6月23日	2,688.25
2011年6月22日	2,649.32
2011年6月21日	2,646.48
2011年6月20日	2,621.25
2011年6月17日	2,642.82
2011年6月16日	2,664.28
2011年6月15日	2,705.43
2011年6月14日	2,730.04
2011年6月13日	2,700.38
2011年6月10日	2,705.14
2011年6月9日	2,703.35
2011年6月8日	2,750.29
2011年6月7日	2,744.30
2011年6月3日	2,728.02
2011年6月2日	2,705.18
2011年6月1日	2,743.57
2011年5月31日	2,743.47
2011年5月30日	2,706.36
2011年5月27日	2,709.95
2011年5月26日	2,736.53
2011年5月25日	2,741.74
2011年5月24日	2,767.06
2011年5月23日	2,774.57
2011年5月20日	2,858.46
2011年5月19日	2,859.57
2011年5月18日	2,872.77
2011年5月17日	2,852.77
2011年5月16日	2,849.07
2011年5月13日	2,871.03
2011年5月12日	2,844.08
2011年5月11日	2,883.42
2011年5月10日	2,890.63
2011年5月9日	2,872.46
2011年5月6日	2,863.89
2011年5月5日	2,872.40
2011年5月4日	2,866.02
2011年5月3日	2,932.19
2011年4月29日	2,911.51
2011年4月28日	2,887.04
2011年4月27日	2,925.41
2011年4月26日	2,938.98
2011年4月25日	2,964.95
2011年4月22日	3,010.52
2011年4月21日	3,026.67
2011年4月20日	3,007.04
2011年4月19日	2,999.04
2011年4月18日	3,057.33
2011年4月15日	3,050.53
2011年4月14日	3,042.64
2011年4月13日	3,050.40
2011年4月12日	3,021.37
2011年4月11日	3,022.75
2011年4月8日	3,030.02
2011年4月7日	3,007.91
2011年4月6日	3,001.36
2011年4月1日	2,967.41
2011年3月31日	2,928.11
2011年3月30日	2,955.77
2011年3月29日	2,958.08
2011年3月28日	2,984.01
2011年3月25日	2,977.81
2011年3月24日	2,946.71
2011年3月23日	2,948.48
2011年3月22日	2,919.14
2011年3月21日	2,909.14
2011年3月18日	2,906.89
2011年3月17日	2,897.30
2011年3月16日	2,930.80
2011年3月15日	2,896.26
2011年3月14日	2,937.63
2011年3月11日	2,933.80
2011年3月10日	2,957.14
2011年3月9日	3,002.15
2011年3月8日	2,999.94
2011年3月7日	2,996.21
2011年3月4日	2,942.31
2011年3月3日	2,902.98
2011年3月2日	2,913.81
2011年3月1日	2,918.92
2011年2月28日	2,905.05
2011年2月25日	2,878.57
2011年2月24日	2,878.60
2011年2月23日	2,862.63
2011年2月22日	2,855.52
2011年2月21日	2,932.25
2011年2月18日	2,899.79
2011年2月17日	2,926.96
2011年2月16日	2,923.90
2011年2月15日	2,899.24
2011年2月14日	2,899.13
2011年2月11日	2,827.33
2011年2月10日	2,818.16
2011年2月9日	2,774.07
2011年2月1日	2,798.96
2011年1月31日	2,790.69
2011年1月28日	2,752.75
2011年1月27日	2,749.15
2011年1月26日	2,708.81
2011年1月25日	2,677.43
2011年1月24日	2,695.72
2011年1月21日	2,715.29
2011年1月20日	2,677.65
2011年1月19日	2,758.10
2011年1月18日	2,708.98
2011年1月17日	2,706.66
2011年1月14日	2,791.34
2011年1月13日	2,827.71
2011年1月12日	2,821.31
2011年1月11日	2,804.05
2011年1月10日	2,791.81
2011年1月7日	2,838.80
2011年1月6日	2,824.20
2011年1月5日	2,838.59
2011年1月4日	2,852.65
2010年12月31日	2,808.08
2010年12月30日	2,759.58
2010年12月29日	2,751.53
2010年12月28日	2,732.99
2010年12月27日	2,781.40
2010年12月24日	2,835.16
2010年12月23日	2,855.22
2010年12月22日	2,877.90
2010年12月21日	2,904.11
2010年12月20日	2,852.92
2010年12月17日	2,893.74
2010年12月16日	2,898.14
2010年12月15日	2,911.41
2010年12月14日	2,927.08
2010年12月13日	2,922.95
2010年12月10日	2,841.04
2010年12月9日	2,810.95
2010年12月8日	2,848.55
2010年12月7日	2,875.86
2010年12月6日	2,857.18
2010年12月3日	2,842.43
2010年12月2日	2,843.61
2010年12月1日	2,823.45
2010年11月30日	2,820.18
2010年11月29日	2,866.36
2010年11月26日	2,871.70
2010年11月25日	2,898.26
2010年11月24日	2,859.94
2010年11月23日	2,828.28
2010年11月22日	2,884.37
2010年11月19日	2,888.57
2010年11月18日	2,865.45
2010年11月17日	2,838.86
2010年11月16日	2,894.54
2010年11月15日	3,014.41
2010年11月12日	2,985.43
2010年11月11日	3,147.74
2010年11月10日	3,115.36
2010年11月9日	3,135.00
2010年11月8日	3,159.51
2010年11月5日	3,129.50
2010年11月4日	3,086.94
2010年11月3日	3,030.99
2010年11月2日	3,045.43
2010年11月1日	3,054.02
2010年10月29日	2,978.83
2010年10月28日	2,992.58
2010年10月27日	2,997.05
2010年10月26日	3,041.54
2010年10月25日	3,051.42
2010年10月22日	2,975.04
2010年10月21日	2,983.53
2010年10月20日	3,003.95
2010年10月19日	3,001.85
2010年10月18日	2,955.23
2010年10月15日	2,971.16
2010年10月14日	2,879.64
2010年10月13日	2,861.36
2010年10月12日	2,841.41
2010年10月11日	2,806.94
2010年10月8日	2,738.74
2010年9月30日	2,655.66
2010年9月29日	2,610.68
2010年9月28日	2,611.35
2010年9月27日	2,627.97
2010年9月21日	2,591.55
2010年9月20日	2,588.71
2010年9月17日	2,598.69
2010年9月16日	2,602.47
2010年9月15日	2,652.50
2010年9月14日	2,688.52
2010年9月13日	2,688.32
2010年9月10日	2,663.21
2010年9月9日	2,656.35
2010年9月8日	2,695.29
2010年9月7日	2,698.36
2010年9月6日	2,696.25
2010年9月3日	2,655.39
2010年9月2日	2,655.78
2010年9月1日	2,622.88
2010年8月31日	2,638.80
2010年8月30日	2,652.66
2010年8月27日	2,610.74
2010年8月26日	2,603.48
2010年8月25日	2,596.58
2010年8月24日	2,650.31
2010年8月23日	2,639.37
2010年8月20日	2,642.31
2010年8月19日	2,687.98
2010年8月18日	2,666.30
2010年8月17日	2,671.89
2010年8月16日	2,661.71
2010年8月13日	2,606.70
2010年8月12日	2,575.47
2010年8月11日	2,607.50
2010年8月10日	2,595.27
2010年8月9日	2,672.53
2010年8月6日	2,658.39
2010年8月5日	2,620.76
2010年8月4日	2,638.52
2010年8月3日	2,627.00
2010年8月2日	2,672.52
2010年7月30日	2,637.50
2010年7月29日	2,648.12
2010年7月28日	2,633.66
2010年7月27日	2,575.37
2010年7月26日	2,588.68
2010年7月23日	2,572.03
2010年7月22日	2,562.41
2010年7月21日	2,535.39
2010年7月20日	2,528.73
2010年7月19日	2,475.42
2010年7月16日	2,424.27
2010年7月15日	2,424.30
2010年7月14日	2,470.44
2010年7月13日	2,450.29
2010年7月12日	2,490.72
2010年7月9日	2,470.92
2010年7月8日	2,415.15
2010年7月7日	2,421.12
2010年7月6日	2,409.42
2010年7月5日	2,363.95
2010年7月2日	2,382.90
2010年7月1日	2,373.79
2010年6月30日	2,398.37
2010年6月29日	2,427.05
2010年6月28日	2,535.28
2010年6月25日	2,552.82
2010年6月24日	2,566.74
2010年6月23日	2,569.87
2010年6月22日	2,588.70
2010年6月21日	2,586.21
2010年6月18日	2,513.22
2010年6月17日	2,560.24
2010年6月11日	2,569.94
2010年6月10日	2,562.58
2010年6月9日	2,583.87
2010年6月8日	2,513.95
2010年6月7日	2,511.73
2010年6月4日	2,553.59
2010年6月3日	2,552.66
2010年6月2日	2,571.42
2010年6月1日	2,568.28
2010年5月31日	2,592.15
2010年5月28日	2,655.77
2010年5月27日	2,655.92
2010年5月26日	2,625.79
2010年5月25日	2,622.63
2010年5月24日	2,673.42
2010年5月21日	2,583.52
2010年5月20日	2,555.94
2010年5月19日	2,587.81
2010年5月18日	2,594.78
2010年5月17日	2,559.93
2010年5月14日	2,696.63
2010年5月13日	2,710.51
2010年5月12日	2,655.71
2010年5月11日	2,647.57
2010年5月10日	2,698.76
2010年5月7日	2,688.38
2010年5月6日	2,739.70
2010年5月5日	2,857.15
2010年5月4日	2,835.28
2010年4月30日	2,870.61
2010年4月29日	2,868.43
2010年4月28日	2,900.33
2010年4月27日	2,907.93
2010年4月26日	2,969.50
2010年4月23日	2,983.54
2010年4月22日	2,999.48
2010年4月21日	3,033.28
2010年4月20日	2,979.53
2010年4月19日	2,980.30
2010年4月16日	3,130.30
2010年4月15日	3,164.97
2010年4月14日	3,166.18
2010年4月13日	3,161.25
2010年4月12日	3,129.26
2010年4月9日	3,145.35
2010年4月8日	3,118.71
2010年4月7日	3,148.22
2010年4月6日	3,158.68
2010年4月2日	3,157.96
2010年4月1日	3,147.42
2010年3月31日	3,109.11
2010年3月30日	3,128.47
2010年3月29日	3,123.80
2010年3月26日	3,059.72
2010年3月25日	3,019.18
2010年3月24日	3,056.81
2010年3月23日	3,053.12
2010年3月22日	3,074.58
2010年3月19日	3,067.75
2010年3月18日	3,046.09
2010年3月17日	3,050.48
2010年3月16日	2,992.84
2010年3月15日	2,976.94
2010年3月12日	3,013.41
2010年3月11日	3,051.28
2010年3月10日	3,048.93
2010年3月9日	3,069.14
2010年3月8日	3,053.23
2010年3月5日	3,031.07
2010年3月4日	3,023.37
2010年3月3日	3,097.01
2010年3月2日	3,073.11
2010年3月1日	3,087.84
2010年2月26日	3,051.94
2010年2月25日	3,060.62
2010年2月24日	3,022.18
2010年2月23日	2,982.57
2010年2月22日	3,003.40
2010年2月12日	3,018.13
2010年2月11日	2,985.50
2010年2月10日	2,982.50
2010年2月9日	2,948.84
2010年2月8日	2,935.17
2010年2月5日	2,939.40
2010年2月4日	2,995.31
2010年2月3日	3,003.84
2010年2月2日	2,934.71
2010年2月1日	2,941.36
2010年1月29日	2,989.29
2010年1月28日	2,994.14
2010年1月27日	2,986.61
2010年1月26日	3,019.39
2010年1月25日	3,094.41
2010年1月22日	3,128.59
2010年1月21日	3,158.86
2010年1月20日	3,151.85
2010年1月19日	3,246.87
2010年1月18日	3,237.10
2010年1月15日	3,224.15
2010年1月14日	3,215.55
2010年1月13日	3,172.66
2010年1月12日	3,273.97
2010年1月11日	3,212.75
2010年1月8日	3,196.00
2010年1月7日	3,192.78
2010年1月6日	3,254.22
2010年1月5日	3,282.18
2010年1月4日	3,243.76
2009年12月31日	3,277.14
2009年12月30日	3,262.60
2009年12月29日	3,211.76
2009年12月28日	3,188.78
2009年12月25日	3,141.35
2009年12月24日	3,153.41
2009年12月23日	3,073.78
2009年12月22日	3,050.52
2009年12月21日	3,122.97
2009年12月18日	3,113.89
2009年12月17日	3,179.08
2009年12月16日	3,255.21
2009年12月15日	3,274.46
2009年12月14日	3,302.90
2009年12月11日	3,247.32
2009年12月10日	3,254.26
2009年12月9日	3,239.57
2009年12月8日	3,296.66
2009年12月7日	3,331.90
2009年12月4日	3,317.04
2009年12月3日	3,264.63
2009年12月2日	3,269.75
2009年12月1日	3,235.36
2009年11月30日	3,195.30
2009年11月27日	3,096.26
2009年11月26日	3,170.98
2009年11月25日	3,290.16
2009年11月24日	3,223.53
2009年11月23日	3,338.66
2009年11月20日	3,308.35
2009年11月19日	3,320.61
2009年11月18日	3,303.23
2009年11月17日	3,282.89
2009年11月16日	3,275.05
2009年11月13日	3,187.65
2009年11月12日	3,172.95
2009年11月11日	3,175.19
2009年11月10日	3,178.61
2009年11月9日	3,175.59
2009年11月6日	3,164.04
2009年11月5日	3,155.05
2009年11月4日	3,128.54
2009年11月3日	3,114.23
2009年11月2日	3,076.65
2009年10月30日	2,995.85
2009年10月29日	2,960.47
2009年10月28日	3,031.33
2009年10月27日	3,021.46
2009年10月26日	3,109.57
2009年10月23日	3,107.85
2009年10月22日	3,051.41
2009年10月21日	3,070.59
2009年10月20日	3,084.45
2009年10月19日	3,038.27
2009年10月16日	2,976.63
2009年10月15日	2,979.79
2009年10月14日	2,970.53
2009年10月13日	2,936.19
2009年10月12日	2,894.48
2009年10月9日	2,911.72
2009年9月30日	2,779.43
2009年9月29日	2,754.54
2009年9月28日	2,763.53
2009年9月25日	2,838.84
2009年9月24日	2,853.55
2009年9月23日	2,842.72
2009年9月22日	2,897.55
2009年9月21日	2,967.01
2009年9月18日	2,962.67
2009年9月17日	3,060.26
2009年9月16日	2,999.71
2009年9月15日	3,033.73
2009年9月14日	3,026.74
2009年9月11日	2,989.79
2009年9月10日	2,924.88
2009年9月9日	2,946.26
2009年9月8日	2,930.47
2009年9月7日	2,881.12
2009年9月4日	2,861.61
2009年9月3日	2,845.02
2009年9月2日	2,714.97
2009年9月1日	2,683.72
2009年8月31日	2,667.74
2009年8月28日	2,860.69
2009年8月27日	2,946.39
2009年8月26日	2,967.59
2009年8月25日	2,915.80
2009年8月24日	2,993.43
2009年8月21日	2,960.77
2009年8月20日	2,911.58
2009年8月19日	2,785.58
2009年8月18日	2,910.88
2009年8月17日	2,870.63
2009年8月14日	3,046.97
2009年8月13日	3,140.56
2009年8月12日	3,112.72
2009年8月11日	3,264.73
2009年8月10日	3,249.76
2009年8月7日	3,260.69
2009年8月6日	3,356.33
2009年8月5日	3,428.50
2009年8月4日	3,471.44
2009年8月3日	3,462.59
2009年7月31日	3,412.06
2009年7月30日	3,321.56
2009年7月29日	3,266.43
2009年7月28日	3,438.37
2009年7月27日	3,435.21
2009年7月24日	3,372.60
2009年7月23日	3,328.49
2009年7月22日	3,296.61
2009年7月21日	3,213.21
2009年7月20日	3,266.92
2009年7月17日	3,189.74
2009年7月16日	3,183.74
2009年7月15日	3,188.55
2009年7月14日	3,145.16
2009年7月13日	3,080.56
2009年7月10日	3,113.93
2009年7月9日	3,123.03
2009年7月8日	3,080.77
2009年7月7日	3,089.45
2009年7月6日	3,124.67
2009年7月3日	3,088.37
2009年7月2日	3,060.25
2009年7月1日	3,008.15
2009年6月30日	2,959.36
2009年6月29日	2,975.31
2009年6月26日	2,928.21
2009年6月25日	2,925.05
2009年6月24日	2,922.30
2009年6月23日	2,892.70
2009年6月22日	2,896.30
2009年6月19日	2,880.49
2009年6月18日	2,853.90
2009年6月17日	2,810.12
2009年6月16日	2,776.02
2009年6月15日	2,789.55
2009年6月12日	2,743.76
2009年6月11日	2,797.32
2009年6月10日	2,816.25
2009年6月9日	2,787.89
2009年6月8日	2,768.34
2009年6月5日	2,753.89
2009年6月4日	2,767.24
2009年6月3日	2,778.59
2009年6月2日	2,724.30
2009年6月1日	2,721.28
2009年5月27日	2,632.93
2009年5月26日	2,588.57
2009年5月25日	2,610.01
2009年5月22日	2,597.60
2009年5月21日	2,610.62
2009年5月20日	2,651.41
2009年5月19日	2,676.68
2009年5月18日	2,652.78
2009年5月15日	2,645.26
2009年5月14日	2,639.89
2009年5月13日	2,663.77
2009年5月12日	2,618.17
2009年5月11日	2,579.75
2009年5月8日	2,625.64
2009年5月7日	2,597.45
2009年5月6日	2,592.52
2009年5月5日	2,567.34
2009年5月4日	2,559.91
2009年4月30日	2,477.57
2009年4月29日	2,468.19
2009年4月28日	2,401.44
2009年4月27日	2,405.35
2009年4月24日	2,448.59
2009年4月23日	2,463.95
2009年4月22日	2,461.35
2009年4月21日	2,535.83
2009年4月20日	2,557.46
2009年4月17日	2,503.93
2009年4月16日	2,534.13
2009年4月15日	2,536.06
2009年4月14日	2,527.18
2009年4月13日	2,513.70
2009年4月10日	2,444.23
2009年4月9日	2,379.88
2009年4月8日	2,347.39
2009年4月7日	2,439.18
2009年4月3日	2,419.78
2009年4月2日	2,425.29
2009年4月1日	2,408.02
2009年3月31日	2,373.21
2009年3月30日	2,358.04
2009年3月27日	2,374.44
2009年3月26日	2,361.70
2009年3月25日	2,291.55
2009年3月24日	2,338.42
2009年3月23日	2,325.48
2009年3月20日	2,281.09
2009年3月19日	2,265.76
2009年3月18日	2,223.72
2009年3月17日	2,218.33
2009年3月16日	2,153.29
2009年3月13日	2,128.85
2009年3月12日	2,133.88
2009年3月11日	2,139.03
2009年3月10日	2,158.57
2009年3月9日	2,118.75
2009年3月6日	2,193.01
2009年3月5日	2,221.08
2009年3月4日	2,198.11
2009年3月3日	2,071.43
2009年3月2日	2,093.45
2009年2月27日	2,082.85
2009年2月26日	2,121.25
2009年2月25日	2,206.57
2009年2月24日	2,200.65
2009年2月23日	2,305.78
2009年2月20日	2,261.48
2009年2月19日	2,227.12
2009年2月18日	2,209.86
2009年2月17日	2,319.44
2009年2月16日	2,389.39
2009年2月13日	2,320.79
2009年2月12日	2,248.09
2009年2月11日	2,260.82
2009年2月10日	2,265.16
2009年2月9日	2,224.71
2009年2月6日	2,181.24
2009年2月5日	2,098.02
2009年2月4日	2,107.75
2009年2月3日	2,060.81
2009年2月2日	2,011.68
2009年1月23日	1,990.66
2009年1月22日	2,004.95
2009年1月21日	1,985.02
2009年1月20日	1,994.11
2009年1月19日	1,986.67
2009年1月16日	1,954.44
2009年1月15日	1,920.21
2009年1月14日	1,928.87
2009年1月13日	1,863.37
2009年1月12日	1,900.35
2009年1月9日	1,904.86
2009年1月8日	1,878.18
2009年1月7日	1,924.01
2009年1月6日	1,937.14
2009年1月5日	1,880.72
2008年12月31日	1,820.81
2008年12月30日	1,832.91
2008年12月29日	1,850.48
2008年12月26日	1,851.52
2008年12月25日	1,852.42
2008年12月24日	1,863.80
2008年12月23日	1,897.22
2008年12月22日	1,987.76
2008年12月19日	2,018.46
2008年12月18日	2,015.69
